2024-04-23-19-09-27
CompletionUsage(completion_tokens=82, prompt_tokens=372, total_tokens=454)
CompletionUsage(completion_tokens=120, prompt_tokens=470, total_tokens=590)
CompletionUsage(completion_tokens=245, prompt_tokens=342, total_tokens=587)
CompletionUsage(completion_tokens=70, prompt_tokens=871, total_tokens=941)
CompletionUsage(completion_tokens=74, prompt_tokens=406, total_tokens=480)
CompletionUsage(completion_tokens=110, prompt_tokens=389, total_tokens=499)
CompletionUsage(completion_tokens=100, prompt_tokens=380, total_tokens=480)
CompletionUsage(completion_tokens=116, prompt_tokens=500, total_tokens=616)
CompletionUsage(completion_tokens=5, prompt_tokens=393, total_tokens=398)
CompletionUsage(completion_tokens=104, prompt_tokens=471, total_tokens=575)
CompletionUsage(completion_tokens=264, prompt_tokens=343, total_tokens=607)
CompletionUsage(completion_tokens=5, prompt_tokens=872, total_tokens=877)
CompletionUsage(completion_tokens=63, prompt_tokens=502, total_tokens=565)
CompletionUsage(completion_tokens=102, prompt_tokens=488, total_tokens=590)
CompletionUsage(completion_tokens=69, prompt_tokens=531, total_tokens=600)
CompletionUsage(completion_tokens=83, prompt_tokens=524, total_tokens=607)
CompletionUsage(completion_tokens=83, prompt_tokens=524, total_tokens=607)
CompletionUsage(completion_tokens=90, prompt_tokens=524, total_tokens=614)
CompletionUsage(completion_tokens=90, prompt_tokens=524, total_tokens=614)
CompletionUsage(completion_tokens=90, prompt_tokens=524, total_tokens=614)
CompletionUsage(completion_tokens=90, prompt_tokens=524, total_tokens=614)
CompletionUsage(completion_tokens=90, prompt_tokens=524, total_tokens=614)
CompletionUsage(completion_tokens=90, prompt_tokens=524, total_tokens=614)
CompletionUsage(completion_tokens=90, prompt_tokens=524, total_tokens=614)
CompletionUsage(completion_tokens=83, prompt_tokens=524, total_tokens=607)
CompletionUsage(completion_tokens=90, prompt_tokens=524, total_tokens=614)
CompletionUsage(completion_tokens=83, prompt_tokens=524, total_tokens=607)
CompletionUsage(completion_tokens=75, prompt_tokens=1453, total_tokens=1528)
CompletionUsage(completion_tokens=83, prompt_tokens=493, total_tokens=576)
CompletionUsage(completion_tokens=61, prompt_tokens=479, total_tokens=540)
CompletionUsage(completion_tokens=40, prompt_tokens=522, total_tokens=562)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=83, prompt_tokens=515, total_tokens=598)
CompletionUsage(completion_tokens=53, prompt_tokens=1444, total_tokens=1497)
CompletionUsage(completion_tokens=5, prompt_tokens=494, total_tokens=499)
CompletionUsage(completion_tokens=5, prompt_tokens=480, total_tokens=485)
CompletionUsage(completion_tokens=83, prompt_tokens=523, total_tokens=606)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=83, prompt_tokens=516, total_tokens=599)
CompletionUsage(completion_tokens=5, prompt_tokens=1445, total_tokens=1450)
CompletionUsage(completion_tokens=117, prompt_tokens=420, total_tokens=537)
CompletionUsage(completion_tokens=110, prompt_tokens=409, total_tokens=519)
CompletionUsage(completion_tokens=158, prompt_tokens=454, total_tokens=612)
CompletionUsage(completion_tokens=114, prompt_tokens=495, total_tokens=609)
CompletionUsage(completion_tokens=89, prompt_tokens=506, total_tokens=595)
CompletionUsage(completion_tokens=235, prompt_tokens=378, total_tokens=613)
CompletionUsage(completion_tokens=93, prompt_tokens=812, total_tokens=905)
CompletionUsage(completion_tokens=90, prompt_tokens=411, total_tokens=501)
CompletionUsage(completion_tokens=95, prompt_tokens=400, total_tokens=495)
CompletionUsage(completion_tokens=79, prompt_tokens=445, total_tokens=524)
CompletionUsage(completion_tokens=95, prompt_tokens=486, total_tokens=581)
CompletionUsage(completion_tokens=72, prompt_tokens=497, total_tokens=569)
CompletionUsage(completion_tokens=271, prompt_tokens=369, total_tokens=640)
CompletionUsage(completion_tokens=71, prompt_tokens=803, total_tokens=874)
CompletionUsage(completion_tokens=96, prompt_tokens=412, total_tokens=508)
CompletionUsage(completion_tokens=80, prompt_tokens=401, total_tokens=481)
CompletionUsage(completion_tokens=108, prompt_tokens=446, total_tokens=554)
CompletionUsage(completion_tokens=96, prompt_tokens=487, total_tokens=583)
CompletionUsage(completion_tokens=106, prompt_tokens=498, total_tokens=604)
CompletionUsage(completion_tokens=229, prompt_tokens=370, total_tokens=599)
CompletionUsage(completion_tokens=5, prompt_tokens=804, total_tokens=809)
CompletionUsage(completion_tokens=102, prompt_tokens=373, total_tokens=475)
CompletionUsage(completion_tokens=63, prompt_tokens=364, total_tokens=427)
CompletionUsage(completion_tokens=89, prompt_tokens=392, total_tokens=481)
CompletionUsage(completion_tokens=111, prompt_tokens=369, total_tokens=480)
CompletionUsage(completion_tokens=158, prompt_tokens=372, total_tokens=530)
CompletionUsage(completion_tokens=172, prompt_tokens=379, total_tokens=551)
CompletionUsage(completion_tokens=118, prompt_tokens=394, total_tokens=512)
CompletionUsage(completion_tokens=213, prompt_tokens=326, total_tokens=539)
CompletionUsage(completion_tokens=123, prompt_tokens=743, total_tokens=866)
CompletionUsage(completion_tokens=65, prompt_tokens=364, total_tokens=429)
CompletionUsage(completion_tokens=89, prompt_tokens=355, total_tokens=444)
CompletionUsage(completion_tokens=63, prompt_tokens=383, total_tokens=446)
CompletionUsage(completion_tokens=79, prompt_tokens=360, total_tokens=439)
CompletionUsage(completion_tokens=69, prompt_tokens=363, total_tokens=432)
CompletionUsage(completion_tokens=71, prompt_tokens=370, total_tokens=441)
CompletionUsage(completion_tokens=58, prompt_tokens=385, total_tokens=443)
CompletionUsage(completion_tokens=64, prompt_tokens=317, total_tokens=381)
CompletionUsage(completion_tokens=64, prompt_tokens=734, total_tokens=798)
CompletionUsage(completion_tokens=122, prompt_tokens=365, total_tokens=487)
CompletionUsage(completion_tokens=81, prompt_tokens=356, total_tokens=437)
CompletionUsage(completion_tokens=98, prompt_tokens=384, total_tokens=482)
CompletionUsage(completion_tokens=116, prompt_tokens=361, total_tokens=477)
CompletionUsage(completion_tokens=98, prompt_tokens=364, total_tokens=462)
CompletionUsage(completion_tokens=113, prompt_tokens=371, total_tokens=484)
CompletionUsage(completion_tokens=96, prompt_tokens=386, total_tokens=482)
CompletionUsage(completion_tokens=313, prompt_tokens=318, total_tokens=631)
CompletionUsage(completion_tokens=5, prompt_tokens=735, total_tokens=740)
CompletionUsage(completion_tokens=99, prompt_tokens=461, total_tokens=560)
CompletionUsage(completion_tokens=157, prompt_tokens=458, total_tokens=615)
CompletionUsage(completion_tokens=130, prompt_tokens=455, total_tokens=585)
CompletionUsage(completion_tokens=114, prompt_tokens=448, total_tokens=562)
CompletionUsage(completion_tokens=99, prompt_tokens=505, total_tokens=604)
CompletionUsage(completion_tokens=151, prompt_tokens=502, total_tokens=653)
CompletionUsage(completion_tokens=142, prompt_tokens=502, total_tokens=644)
CompletionUsage(completion_tokens=338, prompt_tokens=407, total_tokens=745)
CompletionUsage(completion_tokens=125, prompt_tokens=945, total_tokens=1070)
CompletionUsage(completion_tokens=72, prompt_tokens=452, total_tokens=524)
CompletionUsage(completion_tokens=45, prompt_tokens=449, total_tokens=494)
CompletionUsage(completion_tokens=61, prompt_tokens=446, total_tokens=507)
CompletionUsage(completion_tokens=88, prompt_tokens=439, total_tokens=527)
CompletionUsage(completion_tokens=77, prompt_tokens=496, total_tokens=573)
CompletionUsage(completion_tokens=66, prompt_tokens=493, total_tokens=559)
CompletionUsage(completion_tokens=78, prompt_tokens=493, total_tokens=571)
CompletionUsage(completion_tokens=81, prompt_tokens=398, total_tokens=479)
CompletionUsage(completion_tokens=65, prompt_tokens=936, total_tokens=1001)
CompletionUsage(completion_tokens=97, prompt_tokens=453, total_tokens=550)
CompletionUsage(completion_tokens=222, prompt_tokens=450, total_tokens=672)
CompletionUsage(completion_tokens=157, prompt_tokens=447, total_tokens=604)
CompletionUsage(completion_tokens=91, prompt_tokens=440, total_tokens=531)
CompletionUsage(completion_tokens=123, prompt_tokens=497, total_tokens=620)
CompletionUsage(completion_tokens=136, prompt_tokens=494, total_tokens=630)
CompletionUsage(completion_tokens=168, prompt_tokens=494, total_tokens=662)
CompletionUsage(completion_tokens=286, prompt_tokens=399, total_tokens=685)
CompletionUsage(completion_tokens=5, prompt_tokens=937, total_tokens=942)
CompletionUsage(completion_tokens=100, prompt_tokens=471, total_tokens=571)
CompletionUsage(completion_tokens=85, prompt_tokens=454, total_tokens=539)
CompletionUsage(completion_tokens=86, prompt_tokens=456, total_tokens=542)
CompletionUsage(completion_tokens=124, prompt_tokens=453, total_tokens=577)
CompletionUsage(completion_tokens=142, prompt_tokens=431, total_tokens=573)
CompletionUsage(completion_tokens=326, prompt_tokens=414, total_tokens=740)
CompletionUsage(completion_tokens=181, prompt_tokens=649, total_tokens=830)
CompletionUsage(completion_tokens=83, prompt_tokens=462, total_tokens=545)
CompletionUsage(completion_tokens=60, prompt_tokens=445, total_tokens=505)
CompletionUsage(completion_tokens=65, prompt_tokens=447, total_tokens=512)
CompletionUsage(completion_tokens=70, prompt_tokens=444, total_tokens=514)
CompletionUsage(completion_tokens=75, prompt_tokens=422, total_tokens=497)
CompletionUsage(completion_tokens=79, prompt_tokens=405, total_tokens=484)
CompletionUsage(completion_tokens=83, prompt_tokens=640, total_tokens=723)
CompletionUsage(completion_tokens=96, prompt_tokens=463, total_tokens=559)
CompletionUsage(completion_tokens=135, prompt_tokens=446, total_tokens=581)
CompletionUsage(completion_tokens=112, prompt_tokens=448, total_tokens=560)
CompletionUsage(completion_tokens=129, prompt_tokens=445, total_tokens=574)
CompletionUsage(completion_tokens=95, prompt_tokens=423, total_tokens=518)
CompletionUsage(completion_tokens=291, prompt_tokens=406, total_tokens=697)
CompletionUsage(completion_tokens=87, prompt_tokens=641, total_tokens=728)
CompletionUsage(completion_tokens=90, prompt_tokens=478, total_tokens=568)
CompletionUsage(completion_tokens=216, prompt_tokens=484, total_tokens=700)
CompletionUsage(completion_tokens=84, prompt_tokens=500, total_tokens=584)
CompletionUsage(completion_tokens=134, prompt_tokens=557, total_tokens=691)
CompletionUsage(completion_tokens=89, prompt_tokens=581, total_tokens=670)
CompletionUsage(completion_tokens=303, prompt_tokens=444, total_tokens=747)
CompletionUsage(completion_tokens=122, prompt_tokens=863, total_tokens=985)
CompletionUsage(completion_tokens=52, prompt_tokens=469, total_tokens=521)
CompletionUsage(completion_tokens=71, prompt_tokens=475, total_tokens=546)
CompletionUsage(completion_tokens=74, prompt_tokens=491, total_tokens=565)
CompletionUsage(completion_tokens=93, prompt_tokens=548, total_tokens=641)
CompletionUsage(completion_tokens=51, prompt_tokens=572, total_tokens=623)
CompletionUsage(completion_tokens=66, prompt_tokens=435, total_tokens=501)
CompletionUsage(completion_tokens=87, prompt_tokens=854, total_tokens=941)
CompletionUsage(completion_tokens=5, prompt_tokens=470, total_tokens=475)
CompletionUsage(completion_tokens=5, prompt_tokens=476, total_tokens=481)
CompletionUsage(completion_tokens=93, prompt_tokens=492, total_tokens=585)
CompletionUsage(completion_tokens=105, prompt_tokens=549, total_tokens=654)
CompletionUsage(completion_tokens=104, prompt_tokens=573, total_tokens=677)
CompletionUsage(completion_tokens=316, prompt_tokens=436, total_tokens=752)
CompletionUsage(completion_tokens=81, prompt_tokens=855, total_tokens=936)
CompletionUsage(completion_tokens=98, prompt_tokens=398, total_tokens=496)
CompletionUsage(completion_tokens=102, prompt_tokens=407, total_tokens=509)
CompletionUsage(completion_tokens=92, prompt_tokens=555, total_tokens=647)
CompletionUsage(completion_tokens=148, prompt_tokens=430, total_tokens=578)
CompletionUsage(completion_tokens=81, prompt_tokens=551, total_tokens=632)
CompletionUsage(completion_tokens=86, prompt_tokens=431, total_tokens=517)
CompletionUsage(completion_tokens=92, prompt_tokens=409, total_tokens=501)
CompletionUsage(completion_tokens=118, prompt_tokens=467, total_tokens=585)
CompletionUsage(completion_tokens=254, prompt_tokens=370, total_tokens=624)
CompletionUsage(completion_tokens=138, prompt_tokens=1122, total_tokens=1260)
CompletionUsage(completion_tokens=107, prompt_tokens=389, total_tokens=496)
CompletionUsage(completion_tokens=88, prompt_tokens=398, total_tokens=486)
CompletionUsage(completion_tokens=77, prompt_tokens=546, total_tokens=623)
CompletionUsage(completion_tokens=84, prompt_tokens=421, total_tokens=505)
CompletionUsage(completion_tokens=90, prompt_tokens=542, total_tokens=632)
CompletionUsage(completion_tokens=69, prompt_tokens=422, total_tokens=491)
CompletionUsage(completion_tokens=101, prompt_tokens=400, total_tokens=501)
CompletionUsage(completion_tokens=93, prompt_tokens=458, total_tokens=551)
CompletionUsage(completion_tokens=301, prompt_tokens=361, total_tokens=662)
CompletionUsage(completion_tokens=61, prompt_tokens=1113, total_tokens=1174)
CompletionUsage(completion_tokens=103, prompt_tokens=390, total_tokens=493)
CompletionUsage(completion_tokens=83, prompt_tokens=399, total_tokens=482)
CompletionUsage(completion_tokens=121, prompt_tokens=547, total_tokens=668)
CompletionUsage(completion_tokens=5, prompt_tokens=422, total_tokens=427)
CompletionUsage(completion_tokens=97, prompt_tokens=543, total_tokens=640)
CompletionUsage(completion_tokens=93, prompt_tokens=423, total_tokens=516)
CompletionUsage(completion_tokens=203, prompt_tokens=401, total_tokens=604)
CompletionUsage(completion_tokens=89, prompt_tokens=459, total_tokens=548)
CompletionUsage(completion_tokens=258, prompt_tokens=362, total_tokens=620)
CompletionUsage(completion_tokens=5, prompt_tokens=1114, total_tokens=1119)
CompletionUsage(completion_tokens=151, prompt_tokens=359, total_tokens=510)
CompletionUsage(completion_tokens=170, prompt_tokens=345, total_tokens=515)
CompletionUsage(completion_tokens=92, prompt_tokens=397, total_tokens=489)
CompletionUsage(completion_tokens=71, prompt_tokens=345, total_tokens=416)
CompletionUsage(completion_tokens=176, prompt_tokens=377, total_tokens=553)
CompletionUsage(completion_tokens=156, prompt_tokens=313, total_tokens=469)
